*******************************************************************************
 Revised: June 21, 2016                 Mars                            499 / 4
 
 PHYSICAL DATA (updated 2019-Oct-29):
  Vol. mean radius (km) = 3389.92+-0.04   Density (g/cm^3)      =  3.933(5+-4)
  Mass x10^23 (kg)      =    6.4171       Flattening, f         =  1/169.779
  Volume (x10^10 km^3)  =   16.318        Equatorial radius (km)=  3396.19
  Sidereal rot. period  =   24.622962 hr  Sid. rot. rate, rad/s =  0.0000708822 
  Mean solar day (sol)  =   88775.24415 s Polar gravity m/s^2   =  3.758
  Core radius (km)      = ~1700           Equ. gravity  m/s^2   =  3.71
  Geometric Albedo      =    0.150                                              

  GM (km^3/s^2)         = 42828.375214    Mass ratio (Sun/Mars) = 3098703.59
  GM 1-sigma (km^3/s^2) = +- 0.00028      Mass of atmosphere, kg= ~ 2.5 x 10^16
  Mean temperature (K)  =  210            Atmos. pressure (bar) =    0.0056 
  Obliquity to orbit    =   25.19 deg     Max. angular diam.    =  17.9"
  Mean sidereal orb per =    1.88081578 y Visual mag. V(1,0)    =  -1.52
  Mean sidereal orb per =  686.98 d       Orbital speed,  km/s  =  24.13
  Hill's sphere rad. Rp =  319.8          Escape speed, km/s    =   5.027
                                 Perihelion  Aphelion    Mean
  Solar Constant (W/m^2)         717         493         589
  Maximum Planetary IR (W/m^2)   470         315         390
  Minimum Planetary IR (W/m^2)    30          30          30
*******************************************************************************


*******************************************************************************
Ephemeris / WWW_USER Wed Nov 17 17:38:20 2021 Pasadena, USA      / Horizons
*******************************************************************************
Target body name: Mars (499)                      {source: mar097}
Center body name: Sun (10)                        {source: mar097}
Center-site name: BODY CENTER
*******************************************************************************
Start time      : A.D. 2030-Jan-04 00:00:00.0000 TDB
Stop  time      : A.D. 2032-Jan-04 00:00:00.0000 TDB
Step-size       : 1440 minutes
*******************************************************************************
Center geodetic : 0.00000000,0.00000000,0.0000000 {E-lon(deg),Lat(deg),Alt(km)}
Center cylindric: 0.00000000,0.00000000,0.0000000 {E-lon(deg),Dxy(km),Dz(km)}
Center radii    : 696000.0 x 696000.0 x 696000.0 k{Equator, meridian, pole}    
Output units    : AU-D
Output type     : GEOMETRIC cartesian states
Output format   : 3 (position, velocity, LT, range, range-rate)
Reference frame : Ecliptic of J2000.0
*******************************************************************************
            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
2462513.500000000, A.D. 2030-Jan-12 00:00:00.0000,  1.333765067254215E+00, -3.623796301086177E-01, -4.029347208837499E-02,  4.201280485978569E-03,  1.470074834766310E-02,  2.051137598615409E-04,  7.985835354871117E-03,  1.382704529116121E+00,  1.938264106232386E-04,
2462514.500000000, A.D. 2030-Jan-13 00:00:00.0000,  1.337891632587940E+00, -3.476588767201443E-01, -4.008610737172513E-02,  4.051784090388000E-03,  1.474048100908231E-02,  2.096114788668382E-04,  7.986996043311561E-03,  1.382905496089791E+00,  2.081027620588595E-04,
2462515.500000000, A.D. 2030-Jan-14 00:00:00.0000,  1.341868506882469E+00, -3.328992237162166E-01, -3.987425763211958E-02,  3.901902003299413E-03,  1.477854689220225E-02,  2.140837167701735E-04,  7.988239100598250E-03,  1.383120724787088E+00,  2.223494972727476E-04,
2462516.500000000, A.D. 2030-Jan-15 00:00:00.0000,  1.345695315320574E+00, -3.181023398355129E-01, -3.965794865528537E-02,  3.751655999953709E-03,  1.481494212117279E-02,  2.185298545831570E-04,  7.989564349835599E-03,  1.383350184579491E+00,  2.365646157093899E-04,
2462517.500000000, A.D. 2030-Jan-16 00:00:00.0000,  1.349371704871137E+00, -3.032698975235934E-01, -3.943720683877443E-02,  3.601067881277083E-03,  1.484966317098063E-02,  2.229492857207004E-04,  7.990971602563436E-03,  1.383593842836132E+00,  2.507461151935354E-04,
2462518.500000000, A.D. 2030-Jan-17 00:00:00.0000,  1.352897344323549E+00, -2.884035725843019E-01, -3.921205918565545E-02,  3.450159471727940E-03,  1.488270686462434E-02,  2.273414136615525E-04,  7.992460658820255E-03,  1.383851664934751E+00,  2.648919979153489E-04,
2462519.500000000, A.D. 2030-Jan-18 00:00:00.0000,  1.356271924314207E+00, -2.735050438315380E-01, -3.898253329768557E-02,  3.298952620614744E-03,  1.491407036855087E-02,  2.317056478247977E-04,  7.994031307205213E-03,  1.384123614272424E+00,  2.790002800413226E-04,
2462520.500000000, A.D. 2030-Jan-19 00:00:00.0000,  1.359495157345699E+00, -2.585759927401517E-01, -3.874865736814809E-02,  3.147469199734052E-03,  1.494375118819201E-02,  2.360414010332209E-04,  7.995683324940106E-03,  1.384409652276303E+00,  2.930689974200690E-04,
2462521.500000000, A.D. 2030-Jan-20 00:00:00.0000,  1.362566777799976E+00, -2.436181030961564E-01, -3.851046017492332E-02,  2.995731097104997E-03,  1.497174717235312E-02,  2.403480892279478E-04,  7.997416477939173E-03,  1.384709738415695E+00,  3.070962055497873E-04,
2462522.500000000, A.D. 2030-Jan-21 00:00:00.0000,  1.365486541945540E+00, -2.286330606475691E-01, -3.826797107385558E-02,  2.843760207497139E-03,  1.499805652631397E-02,  2.446251335684028E-04,  7.999230520888283E-03,  1.385023830215774E+00,  3.210799751196875E-04,
2462523.500000000, A.D. 2030-Jan-22 00:00:00.0000,  1.368254227937190E+00, -2.136225527565969E-01, -3.802121999176086E-02,  2.691578420488990E-03,  1.502267781798376E-02,  2.488719638581271E-04,  8.001125197325333E-03,  1.385351883271504E+00,  3.350183869222624E-04,
2462524.500000000, A.D. 2030-Jan-23 00:00:00.0000,  1.370869635807453E+00, -1.985882680526443E-01, -3.777023741862879E-02,  2.539207609958542E-03,  1.504560996822610E-02,  2.530880203696736E-04,  8.003100239715611E-03,  1.385693851260684E+00,  3.489095308178779E-04,
2462525.500000000, A.D. 2030-Jan-24 00:00:00.0000,  1.373332587450747E+00, -1.835318960854782E-01, -3.751505439944552E-02,  2.386669625879404E-03,  1.506685223749461E-02,  2.572727538886292E-04,  8.005155369527124E-03,  1.386049685956997E+00,  3.627515068532156E-04,
2462526.500000000, A.D. 2030-Jan-25 00:00:00.0000,  1.375642926601730E+00, -1.684551269791620E-01, -3.725570252631238E-02,  2.233986287411054E-03,  1.508640422105659E-02,  2.614256253743537E-04,  8.007290297314730E-03,  1.386419337244568E+00,  3.765424257505356E-04,
2462527.500000000, A.D. 2030-Jan-26 00:00:00.0000,  1.377800518807809E+00, -1.533596510881132E-01, -3.699221393089936E-02,  2.081179380582854E-03,  1.510426585143235E-02,  2.655461039270937E-04,  8.009504722813549E-03,  1.386802753134145E+00,  3.902804128944931E-04,
2462528.500000000, A.D. 2030-Jan-27 00:00:00.0000,  1.379805251394647E+00, -1.382471586555109E-01, -3.672462127670399E-02,  1.928270660899891E-03,  1.512043740198480E-02,  2.696336626545019E-04,  8.011798335034168E-03,  1.387199879779582E+00,  4.039636173494971E-04,
2462529.500000000, A.D. 2030-Jan-28 00:00:00.0000,  1.381657033424178E+00, -1.231193394727383E-01, -3.645295775080092E-02,  1.775281851307293E-03,  1.513491949009534E-02,  2.736877768991814E-04,  8.014170812355319E-03,  1.387610661493881E+00,  4.175902165405384E-04,
2462530.500000000, A.D. 2030-Jan-29 00:00:00.0000,  1.383355795645926E+00, -1.079778825390204E-01, -3.617725705533591E-02,  1.622234626924964E-03,  1.514771307887475E-02,  2.777079289186697E-04,  8.016621822617935E-03,  1.388035040765481E+00,  4.311584079518591E-04,
2462531.500000000, A.D. 2030-Jan-30 00:00:00.0000,  1.384901490442431E+00, -9.282447572249071E-02, -3.589755339912829E-02,  1.469150595798063E-03,  1.515881947415063E-02,  2.816936142850411E-04,  8.019151023225844E-03,  1.388472958275697E+00,  4.446663972130632E-04,
2462532.500000000, A.D. 2030-Jan-31 00:00:00.0000,  1.386294091768470E+00, -7.766080542450451E-02, -3.561388148932144E-02,  1.316051290535823E-03,  1.516824031846107E-02,  2.856443428006607E-04,  8.021758061251768E-03,  1.388924352917064E+00,  4.581123971374046E-04,
2462533.500000000, A.D. 2030-Feb-01 00:00:00.0000,  1.387533595083187E+00, -6.248855624727356E-02, -3.532627652268459E-02,  1.162958169484716E-03,  1.517597758379629E-02,  2.895596347084946E-04,  8.024442573542276E-03,  1.389389161811513E+00,  4.714946361064409E-04,
2462534.500000000, A.D. 2030-Feb-02 00:00:00.0000,  1.388620017275195E+00, -4.730941066343548E-02, -3.503477417648419E-02,  1.009892616946267E-03,  1.518203356319328E-02,  2.934390172026604E-04,  8.027204186820715E-03,  1.389867320328197E+00,  4.848113651463280E-04,
2462535.500000000, A.D. 2030-Feb-03 00:00:00.0000,  1.389553396581885E+00, -3.212504868697127E-02, -3.473941059942054E-02,  8.568759389510171E-04,  1.518641086671213E-02,  2.972820231539912E-04,  8.030042517794942E-03,  1.390358762102137E+00,  4.980608599409519E-04,
2462536.500000000, A.D. 2030-Feb-04 00:00:00.0000,  1.390333792503832E+00, -1.693714754649151E-02, -3.444022240302691E-02,  7.039293576607565E-04,  1.518911242800229E-02,  3.010881911779763E-04,  8.032957173275016E-03,  1.390863419054607E+00,  5.112414211124864E-04,
2462537.500000000, A.D. 2030-Feb-05 00:00:00.0000,  1.390961285713466E+00, -1.747381361951956E-03, -3.413724665316321E-02,  5.510740038808640E-04,  1.519014151482161E-02,  3.048570673605825E-04,  8.035947750295466E-03,  1.391381221414297E+00,  5.243513730542846E-04,
2462538.500000000, A.D. 2030-Feb-06 00:00:00.0000,  1.391435977956577E+00,  1.344257917541278E-02, -3.383052086090049E-02,  3.983309062982066E-04,  1.518950172721602E-02,  3.085882082776359E-04,  8.039013836233046E-03,  1.391912097737706E+00,  5.373890600970512E-04,
2462539.500000000, A.D. 2030-Feb-07 00:00:00.0000,  1.391757991946836E+00,  2.863106712077965E-02, -3.352008297277530E-02,  2.457209808790417E-04,  1.518719698232100E-02,  3.122811829316510E-04,  8.042155008920153E-03,  1.392455974928782E+00,  5.503528425602441E-04,
2462540.500000000, A.D. 2030-Feb-08 00:00:00.0000,  1.391927471254923E+00,  4.381641959096708E-02, -3.320597136111427E-02,  9.326502308633893E-05,  1.518323150166793E-02,  3.159355730303115E-04,  8.045370836763058E-03,  1.393012778259386E+00,  5.632410948558241E-04,
2462541.500000000, A.D. 2030-Feb-09 00:00:00.0000,  1.391944580193136E+00,  5.899697807597493E-02, -3.288822481484197E-02, -5.901629585347340E-05,  1.517760980833053E-02,  3.195509718387518E-04,  8.048660878869253E-03,  1.393582431391345E+00,  5.760522073662623E-04,
2462542.500000000, A.D. 2030-Feb-10 00:00:00.0000,  1.391809503694646E+00,  7.417108874598410E-02, -3.256688253041399E-02, -2.111024269736611E-04,  1.517033672758880E-02,  3.231269807165600E-04,  8.052024685178081E-03,  1.394164856399074E+00,  5.887845941765244E-04,
2462543.500000000, A.D. 2030-Feb-11 00:00:00.0000,  1.391522447186505E+00,  8.933710275461183E-02, -3.224198410238234E-02, -3.629729401181717E-04,  1.516141738640859E-02,  3.266632050353033E-04,  8.055461796588424E-03,  1.394759973791679E+00,  6.014367023419718E-04,
2462544.500000000, A.D. 2030-Feb-12 00:00:00.0000,  1.391083636456829E+00,  1.044933765398307E-01, -3.191356951365612E-02, -5.146075294372595E-04,  1.515085721405067E-02,  3.301592545768377E-04,  8.058971745085909E-03,  1.395367702534981E+00,  6.140070122687722E-04,
2462545.500000000, A.D. 2030-Feb-13 00:00:00.0000,  1.390493317517246E+00,  1.196382721223923E-01, -3.158167912586720E-02, -6.659860303707042E-04,  1.513866194275720E-02,  3.336147496770280E-04,  8.062554053875596E-03,  1.395987960074498E+00,  6.264940266845570E-04,
2462546.500000000, A.D. 2030-Feb-14 00:00:00.0000,  1.389751756460725E+00,  1.347701573999681E-01, -3.124635366992546E-02, -8.170884345507683E-04,  1.512483760304030E-02,  3.370293261711184E-04,  8.066208237519853E-03,  1.396620662359306E+00,  6.388962614085851E-04,
2462547.500000000, A.D. 2030-Feb-15 00:00:00.0000,  1.388859239313946E+00,  1.498874064359415E-01, -3.090763423641570E-02, -9.678948921679097E-04,  1.510939051418601E-02,  3.404026339587972E-04,  8.069933802074845E-03,  1.397265723865685E+00,  6.512122480941484E-04,
2462548.500000000, A.D. 2030-Feb-16 00:00:00.0000,  1.387816071883802E+00,  1.649883997438073E-01, -3.056556226557362E-02, -1.118385709112318E-03,  1.509232727297244E-02,  3.437343328630221E-04,  8.073730245222701E-03,  1.397923057619989E+00,  6.634405415211910E-04,
2462549.500000000, A.D. 2030-Feb-17 00:00:00.0000,  1.386622579598967E+00,  1.800715245684310E-01, -3.022017953714182E-02, -1.268541348135068E-03,  1.507365474430775E-02,  3.470240903798903E-04,  8.077597056404777E-03,  1.398592575221730E+00,  6.755797224805593E-04,
2462550.500000000, A.D. 2030-Feb-18 00:00:00.0000,  1.385279107347854E+00,  1.951351751637993E-01, -2.987152816066195E-02, -1.418342432600296E-03,  1.505338005989372E-02,  3.502715810722084E-04,  8.081533716963194E-03,  1.399274186868080E+00,  6.876283986944706E-04,
2462551.500000000, A.D. 2030-Feb-19 00:00:00.0000,  1.383786019312965E+00,  2.101777530659942E-01, -2.951965056621035E-02, -1.567769749187546E-03,  1.503151062599250E-02,  3.534764862752141E-04,  8.085539700289040E-03,  1.399967801379533E+00,  6.995852081797051E-04,
2462552.500000000, A.D. 2030-Feb-20 00:00:00.0000,  1.382143698800308E+00,  2.251976673611472E-01, -2.916458949492876E-02, -1.716804253343647E-03,  1.500805412917900E-02,  3.566384955794530E-04,  8.089614471968348E-03,  1.400673326225178E+00,  7.114488201559335E-04,
2462553.500000000, A.D. 2030-Feb-21 00:00:00.0000,  1.380352548063128E+00,  2.401933349493161E-01, -2.880638798889315E-02, -1.865427079873517E-03,  1.498301852733169E-02,  3.597573101396665E-04,  8.093757489921574E-03,  1.401390667546852E+00,  7.232179288550974E-04,
2462554.500000000, A.D. 2030-Feb-22 00:00:00.0000,  1.378412988121075E+00,  2.551631808047367E-01, -2.844508938073745E-02, -2.013619553033909E-03,  1.495641203255038E-02,  3.628326448826540E-04,  8.097968204542835E-03,  1.402119730183247E+00,  7.348912460326726E-04,
2462555.500000000, A.D. 2030-Feb-23 00:00:00.0000,  1.376325458576278E+00,  2.701056382315264E-01, -2.808073728371024E-02, -2.161363191427972E-03,  1.492824310126067E-02,  3.658642283125997E-04,  8.102246058846210E-03,  1.402860417695239E+00,  7.464674991636565E-04,
2462556.500000000, A.D. 2030-Feb-24 00:00:00.0000,  1.374090417426268E+00,  2.850191491136394E-01, -2.771337558215222E-02, -2.308639706706093E-03,  1.489852043221115E-02,  3.688517999368357E-04,  8.106590488616360E-03,  1.403612632391970E+00,  7.579454369027553E-04,
2462557.500000000, A.D. 2030-Feb-25 00:00:00.0000,  1.371708340872641E+00,  2.999021641592056E-01, -2.734304842184573E-02, -2.455430998094868E-03,  1.486725296411814E-02,  3.717951059082737E-04,  8.111000922556165E-03,  1.404376275356412E+00,  7.693238385555747E-04,
2462558.500000000, A.D. 2030-Feb-26 00:00:00.0000,  1.369179723125321E+00,  3.147531431406966E-01, -2.696980020003413E-02, -2.601719149936864E-03,  1.483444987247925E-02,  3.746938961297972E-04,  8.115476782431316E-03,  1.405151246470396E+00,  7.806015203032203E-04,
2462559.500000000, A.D. 2030-Feb-27 00:00:00.0000,  1.366505076203525E+00,  3.295705551317096E-01, -2.659367555549432E-02, -2.747486439993799E-03,  1.480012057036756E-02,  3.775479268951872E-04,  8.120017483218746E-03,  1.405937444440319E+00,  7.917773316785339E-04,
2462560.500000000, A.D. 2030-Feb-28 00:00:00.0000,  1.363684929734124E+00,  3.443528787392849E-01, -2.621471935893552E-02, -2.892715354999503E-03,  1.476427470896403E-02,  3.803569672937582E-04,  8.124622433261123E-03,  1.406734766823890E+00,  8.028501451643075E-04,
2462561.500000000, A.D. 2030-Mar-01 00:00:00.0000,  1.360719830746715E+00,  3.590986023301405E-01, -2.583297670345000E-02, -3.037388599265649E-03,  1.472692217017197E-02,  3.831208019169372E-04,  8.129291034420521E-03,  1.407543110056736E+00,  8.138188509423762E-04,
2462562.500000000, A.D. 2030-Mar-02 00:00:00.0000,  1.357610343464600E+00,  3.738062242508773E-01, -2.544849289461797E-02, -3.181489092335831E-03,  1.468807305327740E-02,  3.858392278129604E-04,  8.134022682225591E-03,  1.408362369477889E+00,  8.246823605311656E-04,
2462563.500000000, A.D. 2030-Mar-03 00:00:00.0000,  1.354357049092115E+00,  3.884742530436050E-01, -2.506131344034651E-02, -3.324999966121460E-03,  1.464773766190776E-02,  3.885120510383696E-04,  8.138816766015881E-03,  1.409192439354768E+00,  8.354396102872120E-04,
2462564.500000000, A.D. 2030-Mar-04 00:00:00.0000,  1.350960545599727E+00,  4.031012076574845E-01, -2.467148404099841E-02, -3.467904566390915E-03,  1.460592649689788E-02,  3.911390855217442E-04,  8.143672669091636E-03,  1.410033212909122E+00,  8.460895616700358E-04,
2462565.500000000, A.D. 2030-Mar-05 00:00:00.0000,  1.347421447507657E+00,  4.176856176551155E-01, -2.427905058013138E-02, -3.610186453644806E-03,  1.456265025833550E-02,  3.937201522639005E-04,  8.148589768870897E-03,  1.410884582344225E+00,  8.566312045215666E-04,
2462566.500000000, A.D. 2030-Mar-06 00:00:00.0000,  1.343740385667158E+00,  4.322260234129467E-01, -2.388405911545129E-02, -3.751829402336258E-03,  1.451791985268988E-02,  3.962550784770661E-04,  8.153567437046844E-03,  1.411746438872123E+00,  8.670635637389038E-04,
2462567.500000000, A.D. 2030-Mar-07 00:00:00.0000,  1.339918007038279E+00,  4.467209763164665E-01, -2.348655586932957E-02, -3.892817405700459E-03,  1.447174639293536E-02,  3.987436994964049E-04,  8.158605039738949E-03,  1.412618672739806E+00,  8.773856989067499E-04,
2462568.500000000, A.D. 2030-Mar-08 00:00:00.0000,  1.335954974464320E+00,  4.611690389512024E-01, -2.308658721885482E-02, -4.033134686760918E-03,  1.442414118513089E-02,  4.011858628339949E-04,  8.163701937640504E-03,  1.413501173254749E+00,  8.875966938734318E-04,
2462569.500000000, A.D. 2030-Mar-09 00:00:00.0000,  1.331851966444533E+00,  4.755687852891393E-01, -2.268419968607592E-02, -4.172765706234782E-03,  1.437511571295698E-02,  4.035814301870643E-04,  8.168857486169931E-03,  1.414393828811111E+00,  8.976956481462943E-04,
2462570.500000000, A.D. 2030-Mar-10 00:00:00.0000,  1.327609676905803E+00,  4.899188008692037E-01, -2.227943992880897E-02, -4.311695162392620E-03,  1.432468163103449E-02,  4.059302759617128E-04,  8.174071035626753E-03,  1.415296526916741E+00,  9.076816783046801E-04,
2462571.500000000, A.D. 2030-Mar-11 00:00:00.0000,  1.323228814972523E+00,  5.042176829713112E-01, -2.187235473162825E-02, -4.449907984718383E-03,  1.427285076225304E-02,  4.082322832923709E-04,  8.179341931345519E-03,  1.416209154219832E+00,  9.175539264083062E-04,
2462572.500000000, A.D. 2030-Mar-12 00:00:00.0000,  1.318710104733891E+00,  5.184640407851081E-01, -2.146299099658935E-02, -4.587389327056581E-03,  1.421963509272920E-02,  4.104873398313866E-04,  8.184669513844786E-03,  1.417131596534709E+00,  9.273115678618523E-04,
2462573.500000000, A.D. 2030-Mar-13 00:00:00.0000,  1.314054285009384E+00,  5.326564955747856E-01, -2.105139573387846E-02, -4.724124567232150E-03,  1.416504676887110E-02,  4.126953367697096E-04,  8.190053118977376E-03,  1.418063738867855E+00,  9.369538137116560E-04,
2462574.500000000, A.D. 2030-Mar-14 00:00:00.0000,  1.309262109113558E+00,  5.467936808398108E-01, -2.063761605284167E-02, -4.860099316309606E-03,  1.410909810045864E-02,  4.148561730533568E-04,  8.195492078087684E-03,  1.419005465445139E+00,  9.464799062411981E-04,
2462575.500000000, A.D. 2030-Mar-15 00:00:00.0000,  1.304334344620012E+00,  5.608742424701008E-01, -2.022169915331449E-02, -4.995299430164763E-03,  1.405180156052114E-02,  4.169697608653553E-04,  8.200985718171150E-03,  1.419956659739435E+00,  9.558891116871284E-04,
2462576.500000000, A.D. 2030-Mar-16 00:00:00.0000,  1.299271773123364E+00,  5.748968388948643E-01, -1.980369231674524E-02, -5.129711011956345E-03,  1.399316977442737E-02,  4.190360261046501E-04,  8.206533362027131E-03,  1.420917204497086E+00,  9.651807173925272E-04,
2462577.500000000, A.D. 2030-Mar-17 00:00:00.0000,  1.294075189998997E+00,  5.888601412261483E-01, -1.938364289693011E-02, -5.263320407491270E-03,  1.393321550416496E-02,  4.210549048894534E-04,  8.212134328405210E-03,  1.421886981763240E+00,  9.743540330699676E-04,
2462578.500000000, A.D. 2030-Mar-18 00:00:00.0000,  1.288745404161806E+00,  6.027628333982930E-01, -1.896159831081012E-02, -5.396114203072688E-03,  1.387195163701233E-02,  4.230263413072283E-04,  8.217787932153763E-03,  1.422865872907568E+00,  9.834083907918748E-04,
2462579.500000000, A.D. 2030-Mar-19 00:00:00.0000,  1.283283237825111E+00,  6.166036123028729E-01, -1.853760602984811E-02, -5.528079225671710E-03,  1.380939118291472E-02,  4.249502867256952E-04,  8.223493484375516E-03,  1.423853758651207E+00,  9.923431460796990E-04,
2462580.500000000, A.D. 2030-Mar-20 00:00:00.0000,  1.277689526259493E+00,  6.303811879179961E-01, -1.811171357189422E-02, -5.659202539789193E-03,  1.374554727916818E-02,  4.268266981951099E-04,  8.229250292585278E-03,  1.424850519094063E+00,  1.001157685200328E-03,
2462581.500000000, A.D. 2030-Mar-21 00:00:00.0000,  1.271965117550252E+00,  6.440942834320499E-01, -1.768396849292026E-02, -5.789471444841745E-03,  1.368043319540043E-02,  4.286555375380792E-04,  8.235057660862232E-03,  1.425856033741180E+00,  1.009851432434828E-03,
2462582.500000000, A.D. 2030-Mar-22 00:00:00.0000,  1.266110872352875E+00,  6.577416353632352E-01, -1.725441837824002E-02, -5.918873481619461E-03,  1.361406232920762E-02,  4.304367745243414E-04,  8.240914889996370E-03,  1.426870181528100E+00,  1.018423845287203E-03,
2462583.500000000, A.D. 2030-Mar-23 00:00:00.0000,  1.260127663647459E+00,  6.713219936752758E-01, -1.682311083358150E-02, -6.047396443644497E-03,  1.354644819196101E-02,  4.321703915667456E-04,  8.246821277634955E-03,  1.427892840846214E+00,  1.026874400813673E-03,
2462584.500000000, A.D. 2030-Mar-24 00:00:00.0000,  1.254016376493283E+00,  6.848341218879798E-01, -1.639009347659778E-02, -6.175028381334167E-03,  1.347760439689915E-02,  4.338563847016150E-04,  8.252776118431174E-03,  1.428923889568509E+00,  1.035202589093916E-03,
2462585.500000000, A.D. 2030-Mar-25 00:00:00.0000,  1.247777907783325E+00,  6.982767971814307E-01, -1.595541392878271E-02, -6.301757596616099E-03,  1.340754465442044E-02,  4.354947604414784E-04,  8.258778704189772E-03,  1.429963205074777E+00,  1.043407918211242E-03,
2462586.500000000, A.D. 2030-Mar-26 00:00:00.0000,  1.241413165997727E+00,  7.116488104942325E-01, -1.551911980727770E-02, -6.427572633952473E-03,  1.333628276743086E-02,  4.370855311409189E-04,  8.264828324004457E-03,  1.431010664275409E+00,  1.051489922124172E-03,
